time_s,left_tick,right_tick
32.851751566,10860880,11129795
32.912782908,10862044,11128928
32.948330164,10863195,11128051
33.011627913,10864346,11127166
33.05237031,10865504,11126267
33.108714581,10866670,11125356
33.151687861,10867834,11124439
33.211900473,10868993,11123518
33.249004841,10870153,11122606
33.311900616,10871330,11121689
33.35213089,10872512,11120766
33.398635388,10873692,11119832
33.451799155,10874848,11118892
33.511908293,10875996,11117945
33.548819542,10877171,11116997
33.611493826,10878356,11116048
33.652655363,10879539,11115092
33.707525254,10880720,11114123
33.751659632,10881900,11113159
33.807537556,10883085,11112193
33.848416329,10884279,11111231
33.907562733,10885478,11110259
33.951772213,10886663,11109284
34.011469126,10887859,11108298
34.052568436,10889060,11107310
34.108836413,10890263,11106325
34.148615361,10891464,11105343
34.207362891,10892662,11104354
34.250253678,10893861,11103356
34.308734894,10895066,11102347
34.351565361,10896268,11101349
34.407662392,10897466,11100352
34.44816947,10898657,11099340
34.513559342,10899858,11098312
34.552494765,10901070,11097279
34.607669115,10902290,11096266
34.651576996,10903505,11095245
34.708286763,10904725,11094229
34.747920037,10905947,11093205
34.81128645,10907169,11092165
34.84985137,10908388,11091116
34.907621384,10909609,11090066
34.952611685,10910828,11089030
35.007377863,10912051,11088002
35.048033715,10913270,11086953
35.108796835,10914491,11085885
35.152696133,10915714,11084812
35.211475373,10916940,11083738
35.251559973,10918164,11082669
35.307529211,10919387,11081594
35.348004103,10920610,11080513
35.407929898,10921835,11079428
35.45319438,10923069,11078334
35.512773514,10924310,11077230
35.552725792,10925550,11076120
35.608995438,10926793,11075004
35.648042679,10928034,11073892
35.707553625,10929277,11072779
35.749667883,10930516,11071674
35.811449528,10931758,11070560
35.853841067,10932999,11069432
35.91131258,10934240,11068299
35.951581002,10935480,11067166
36.007673264,10936719,11066029
36.049556971,10937957,11064895
36.110277653,10939197,11063759
36.151693583,10940436,11062636
36.211761713,10941674,11061516
36.247760773,10942913,11060390
36.307466269,10944154,11059254
36.351610422,10945393,11058116
36.408487797,10946633,11056965
36.452680827,10947871,11055822
36.512379885,10949110,11054675
36.547816992,10950357,11053529
36.607804537,10951616,11052380
36.649415493,10952872,11051230
36.71065116,10954127,11050089
36.751808167,10955374,11048955
36.812793255,10956631,11047808
36.847788573,10957887,11046655
36.909983874,10959145,11045497
36.949390412,10960398,11044338
37.008238316,10961653,11043172
37.051136971,10962908,11042005
37.107733965,10964165,11040830
37.14773345,10965419,11039656
37.2074821,10966665,11038485
37.249293328,10967916,11037318
37.308173657,10969174,11036147
37.351006985,10970428,11034967
